FIPS,State,County,FFR11,FFR16,PCH_FFR_11_16,FFRPTH11,FFRPTH16,PCH_FFRPTH_11_16,FSR11,FSR16,PCH_FSR_11_16,FSRPTH11,FSRPTH16,PCH_FSRPTH_11_16,PC_FFRSALES07*,PC_FFRSALES12*,PC_FSRSALES07*,PC_FSRSALES12*
01001,AL,Autauga,34,44,29.411764706,0.615953188,0.7959767,29.226817179,32,31,-3.125,0.579720647,0.560801766,-3.263447936,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01003,AL,Baldwin,121,156,28.925619835,0.648675309,0.751774622,15.893824221,216,236,9.259259259,1.15796584,1.137300069,-1.784661549,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01005,AL,Barbour,19,23,21.052631579,0.694672955,0.892372158,28.45932049,17,14,-17.647058824,0.621549486,0.543183053,-12.608237211,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01007,AL,Bibb,6,7,16.666666667,0.26379424,0.309282905,17.243994757,5,7,40,0.219828534,0.309282905,40.692793708,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01009,AL,Blount,20,23,15,0.347451444,0.39956916,15,15,12,-20,0.260588583,0.208470866,-20,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01011,AL,Bullock,4,3,-25,0.37470726,0.2873288,-23.31912652,2,1,-50,0.18735363,0.095776267,-48.87941768,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01013,AL,Butler,17,18,5.882352941,0.814176245,0.901577761,10.734962655,14,9,-35.714285714,0.670498084,0.450788881,-32.768058388,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01015,AL,Calhoun,91,95,4.395604396,0.772594133,0.826230649,6.942392275,78,75,-3.846153846,0.662223543,0.652287354,-1.500428168,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01017,AL,Chambers,23,29,26.086956522,0.675854368,0.860100246,27.261180336,18,18,0,0.528929505,0.533855325,0.931280956,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01019,AL,Cherokee,17,15,-11.764705882,0.654022237,0.58216254,-10.987347667,7,12,71.428571429,0.269303274,0.465730032,72.938867389,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01021,AL,Chilton,21,22,4.761904762,0.480681194,0.501939311,4.42249818,21,23,9.523809524,0.480681194,0.524754734,9.16897537,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01023,AL,Choctaw,6,6,0,0.440949511,0.459770115,4.268199234,6,7,16.666666667,0.440949511,0.536398467,21.646232439,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01025,AL,Clarke,24,25,4.166666667,0.938159643,1.026694045,9.437029432,13,13,0,0.508169807,0.533880903,5.059548255,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01027,AL,Clay,4,4,0,0.292226768,0.298284862,2.073079791,6,8,33.333333333,0.438340152,0.596569724,36.097439722,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01029,AL,Cleburne,8,5,-37.5,0.535905681,0.336179654,-37.268876488,3,2,-33.333333333,0.20096463,0.134471862,-33.086801587,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01031,AL,Coffee,36,40,11.111111111,0.71380418,0.780990687,9.412456368,21,31,47.619047619,0.416385772,0.605267782,45.36226346,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01033,AL,Colbert,48,53,10.416666667,0.880184839,0.97557384,10.837382885,31,36,16.129032258,0.568452708,0.662653929,16.571514075,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01035,AL,Conecuh,3,7,133.333333333,0.227496777,0.559328805,145.862298575,5,3,-40,0.379161295,0.239712345,-36.778266081,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01037,AL,Coosa,0,1,,0,0.092515496,,0,1,,0,0.092515496,,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01039,AL,Covington,23,27,17.391304348,0.604992503,0.722195474,19.372631932,19,19,0,0.499776416,0.50821163,1.687797571,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01041,AL,Crenshaw,4,8,100,0.287811196,0.575249874,99.870568778,9,6,-33.333333333,0.647575191,0.431437406,-33.376477074,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01043,AL,Cullman,52,63,21.153846154,0.646677693,0.765287529,18.341414483,44,43,-2.272727273,0.547188817,0.522339107,-4.541340987,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01045,AL,Dale,32,35,9.375,0.638633325,0.710977492,11.3279663,30,27,-10,0.598718742,0.548468351,-8.392987731,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01047,AL,Dallas,20,25,25,0.462363603,0.623736933,34.901823807,18,12,-33.333333333,0.416127242,0.299393728,-28.052360636,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01049,AL,DeKalb,39,40,2.564102564,0.54657828,0.561671534,2.761407693,33,32,-3.03030303,0.462489314,0.449337228,-2.843759999,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01051,AL,Elmore,32,39,21.875,0.399970002,0.480059084,20.023772157,36,40,11.111111111,0.449966253,0.492368291,9.423382023,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01053,AL,Escambia,23,28,21.739130435,0.602062719,0.747144839,24.097509363,18,19,5.555555556,0.471179519,0.506991141,7.600419824,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01055,AL,Etowah,76,85,11.842105263,0.728290243,0.82744388,13.614577153,53,58,9.433962264,0.507886617,0.564608765,11.168269942,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01057,AL,Fayette,15,13,-13.333333333,0.879765396,0.786068448,-10.650219696,7,9,28.571428571,0.410557185,0.544201234,32.551871879,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01059,AL,Franklin,17,17,0,0.535146536,0.538366533,0.601703772,18,17,-5.555555556,0.566625744,0.538366533,-4.987279771,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01061,AL,Geneva,11,10,-9.090909091,0.411061286,0.377130789,-8.254364432,9,19,111.111111111,0.33632287,0.716548499,113.053753708,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01063,AL,Greene,0,2,,0,0.235626767,,0,2,,0,0.235626767,,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01065,AL,Hale,4,10,150,0.26045058,0.673536741,158.604431872,5,4,-20,0.325563224,0.269414697,-17.246581801,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01067,AL,Henry,10,13,30,0.575506446,0.76058975,32.160074889,9,8,-11.111111111,0.517955801,0.468055231,-9.634136828,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01069,AL,Houston,91,116,27.472527473,0.888082133,1.113532297,25.386183993,78,73,-6.41025641,0.761213257,0.700757394,-7.942040201,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01071,AL,Jackson,30,32,6.666666667,0.563782605,0.61480528,9.050061801,29,26,-10.344827586,0.544989852,0.49952929,-8.341542883,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01073,AL,Jefferson,605,709,17.190082645,0.919747822,1.074654375,16.842285411,386,392,1.554404145,0.586814313,0.594167158,1.253010545,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01075,AL,Lamar,5,6,20,0.349968503,0.430138361,22.907735322,12,7,-41.666666667,0.839924407,0.501828088,-40.253184219,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01077,AL,Lauderdale,68,71,4.411764706,0.734317463,0.769072455,4.732965555,69,69,0,0.745116249,0.747408442,0.307628982,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01079,AL,Lawrence,18,15,-16.666666667,0.528680941,0.451372171,-14.622953779,18,15,-16.666666667,0.528680941,0.451372171,-14.622953779,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01081,AL,Lee,107,145,35.514018692,0.742452313,0.9120472,22.842529275,99,102,3.03030303,0.68694186,0.64157803,-6.603736363,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01083,AL,Limestone,40,52,30,0.467672162,0.55962118,19.660998709,37,44,18.918918919,0.43259675,0.473525613,9.46120464,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01085,AL,Lowndes,1,1,0,0.08984726,0.097646714,8.680792891,2,2,0,0.179694519,0.195293428,8.680792891,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01087,AL,Macon,11,9,-18.181818182,0.516820147,0.471895973,-8.692419158,2,3,50,0.093967299,0.157298658,67.397231544,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01089,AL,Madison,300,333,11,0.88360298,0.934574193,5.76856519,238,223,-6.302521008,0.700991697,0.625855991,-10.718487253,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01091,AL,Marengo,14,18,28.571428571,0.677998935,0.922840297,36.112352144,11,12,9.090909091,0.532713449,0.615226865,15.489268486,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01093,AL,Marion,23,19,-17.391304348,0.75040783,0.634984292,-15.381441022,17,21,23.529411765,0.554649266,0.701824744,26.534873023,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01095,AL,Marshall,70,80,14.285714286,0.745553307,0.841724272,12.899274163,66,62,-6.060606061,0.702950261,0.652336311,-7.200217828,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01097,AL,Mobile,257,276,7.392996109,0.621926666,0.665297504,6.973625698,206,218,5.825242718,0.498509312,0.525488608,5.411994396,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01099,AL,Monroe,10,10,0,0.438596491,0.463563879,5.692564435,10,9,-10,0.438596491,0.417207491,-4.876692008,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01101,AL,Montgomery,175,218,24.571428571,0.763651914,0.961555426,25.915408327,134,145,8.208955224,0.58473918,0.639566683,9.376403064,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01103,AL,Morgan,97,90,-7.216494845,0.808286183,0.757454616,-6.288808161,62,64,3.225806452,0.51663653,0.538634393,4.257899451,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01105,AL,Perry,2,2,0,0.190985485,0.208986416,9.425287356,7,6,-14.285714286,0.668449198,0.626959248,-6.206896552,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01107,AL,Pickens,6,7,16.666666667,0.310013434,0.344572976,11.147756174,10,5,-50,0.516689057,0.246123554,-52.365247354,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01109,AL,Pike,27,34,25.925925926,0.819000819,1.0236339,24.985699232,18,23,27.777777778,0.546000546,0.692458227,26.823724221,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01111,AL,Randolph,9,10,11.111111111,0.395778364,0.444483954,12.306279077,11,7,-36.363636364,0.483729112,0.311138768,-35.679131074,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01113,AL,Russell,43,48,11.627906977,0.784199296,0.825068326,5.21156167,22,23,4.545454545,0.401218244,0.39534524,-1.463793095,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01115,AL,St. Clair,46,55,19.565217391,0.546246927,0.628700761,15.094608282,43,42,-2.325581395,0.510622128,0.480098763,-5.977681522,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01117,AL,Shelby,136,162,19.117647059,0.687267858,0.767506976,11.675086763,127,120,-5.511811024,0.641786896,0.568523686,-11.41550423,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01119,AL,Sumter,7,8,14.285714286,0.518864428,0.618620476,19.225840661,5,6,20,0.370617449,0.463965357,25.187132694,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01121,AL,Talladega,46,50,8.695652174,0.562402191,0.621998856,10.596805198,45,44,-2.222222222,0.550176056,0.547358993,-0.512029458,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01123,AL,Tallapoosa,26,23,-11.538461538,0.628110354,0.56686548,-9.750655023,22,19,-13.636363636,0.531477992,0.468280179,-11.890955695,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01125,AL,Tuscaloosa,157,171,8.917197452,0.79817386,0.828962294,3.857359448,111,122,9.90990991,0.564314003,0.591423391,4.803954632,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01127,AL,Walker,49,45,-8.163265306,0.735989906,0.697015226,-5.29554552,36,39,8.333333333,0.540727278,0.604079862,11.716180563,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01129,AL,Washington,3,2,-33.333333333,0.172860847,0.120148985,-30.493812327,7,5,-28.571428571,0.403341976,0.300372462,-25.529084636,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01131,AL,Wilcox,5,3,-40,0.437062937,0.275862069,-36.882758621,5,2,-60,0.437062937,0.183908046,-57.92183908,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
01133,AL,Winston,12,11,-8.333333333,0.4927322,0.460501528,-6.541214887,23,17,-26.086956522,0.944403383,0.71168418,-24.641928209,649.5113669582424,674.8027203993418,484.3815070495379,512.2809872615167
02013,AK,Aleutians East,1,1,0,0.306560392,0.300842359,-1.865222623,0,1,,0,0.300842359,,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02016,AK,Aleutians West,2,0,-100,0.357973868,0,-100,2,4,100,0.357973868,0.696015312,94.431877501,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02020,AK,Anchorage,201,208,3.482587065,0.678387126,0.6994512,3.105022611,222,247,11.261261261,0.749263393,0.8305983,10.855315696,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02050,AK,Bethel,7,6,-14.285714286,0.40192926,0.333704116,-16.974416018,6,6,0,0.344510795,0.333704116,-3.136818687,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02060,AK,Bristol Bay,0,0,0,0,0,0,2,2,0,1.941747573,2.209944751,13.812154696,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02068,AK,Denali,1,3,200,0.534759358,1.466992665,174.327628362,8,6,-25,4.278074866,2.93398533,-31.41809291,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02070,AK,Dillingham,1,1,0,0.202101859,0.20096463,-0.562700965,3,2,-33.333333333,0.606305578,0.40192926,-33.70846731,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02090,AK,Fairbanks North Star,43,44,2.325581395,0.438167441,0.43736705,-0.182667782,58,69,18.965517241,0.591016548,0.685871056,16.049382716,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02100,AK,Haines,1,1,0,0.388500389,0.395100751,1.698933228,7,5,-28.571428571,2.71950272,1.975503753,-27.357904837,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02105,AK,Hoonah-Angoon,0,2,,0,0,0,0,1,,0,0,0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
02110,AK,Juneau,23,28,21.739130435,0.715129656,0.864064188,20.826227837,28,31,10.714285714,0.870592625,0.956642493,9.884056693,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02122,AK,Kenai Peninsula,33,44,33.333333333,0.586104007,0.751584306,28.233947697,68,69,1.470588235,1.207729469,1.178620843,-2.410194216,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02130,AK,Ketchikan Gateway,7,11,57.142857143,0.513046028,0.801340424,56.192696354,12,13,8.333333333,0.879507476,0.947038683,7.678298244,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02150,AK,Kodiak Island,5,6,20,0.361794501,0.438628555,21.236932524,11,11,0,0.795947902,0.80415235,1.030777104,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02164,AK,Lake and Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02170,AK,Matanuska-Susitna,37,36,-2.702702703,0.403397259,0.345744936,-14.291699188,46,54,17.391304348,0.501520917,0.518617404,3.408928153,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02180,AK,Nome,3,1,-66.666666667,0.306905371,0.100857287,-67.137334006,5,10,100,0.511508951,1.008572869,97.175995966,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02185,AK,North Slope,3,3,0,0.314169023,0.309757357,-1.404233351,6,4,-33.333333333,0.628338046,0.413009809,-34.2694889,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02188,AK,Northwest Arctic,1,3,200,0.129785853,0.391542678,201.683633516,0,1,,0,0.130514226,,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02195,AK,Petersburg,0,3,,0,0,0,0,1,,0,0,0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
02198,AK,Prince of Wales-Hyder,0,3,,0,0,0,0,2,,0,0,0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
02220,AK,Sitka,3,4,33.333333333,0.337533753,0.45620438,35.158150852,8,7,-12.5,0.900090009,0.798357664,-11.302463504,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02230,AK,Skagway,0,2,,0,0,0,0,9,,0,0,0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
02240,AK,Southeast Fairbanks,5,3,-40,0.699398517,0.438596491,-37.289473684,10,6,-40,1.398797035,0.877192982,-37.289473684,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02261,AK,Valdez-Cordova,8,7,-12.5,0.821186615,0.749464668,-8.733940043,15,14,-6.666666667,1.539724902,1.498929336,-2.649536046,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02270,AK,Wade Hampton,0,0,0,0,0,0,0,0,0,0,0,0,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02275,AK,Wrangell,0,1,,0,0,0,0,1,,0,0,0,582.715509816057,511.4807882164624,688.084194139077,724.8088817442527
02282,AK,Yakutat,0,0,0,0,0,0,0,0,0,0,0,0,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
02290,AK,Yukon-Koyukuk,0,0,0,0,0,0,3,2,-33.333333333,0.532765051,0.36954915,-30.635624538,582.7155098160566,511.4807882164624,688.0841941390773,724.8088817442527
04001,AZ,Apache,16,12,-25,0.221671123,0.168130806,-24.153041066,14,17,21.428571429,0.193962233,0.238185308,22.799838274,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04003,AZ,Cochise,69,58,-15.942028986,0.518984295,0.462685972,-10.84778938,91,85,-6.593406593,0.684457549,0.678074269,-0.932604151,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04005,AZ,Coconino,123,128,4.06504065,0.916672256,0.913770087,-0.316598352,148,169,14.189189189,1.102987755,1.206462068,9.381274813,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04007,AZ,Gila,33,32,-3.03030303,0.617723035,0.600409029,-2.802875368,50,53,6,0.935943993,0.994427454,6.248606863,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04009,AZ,Graham,20,15,-25,0.53873505,0.397172134,-26.276908412,17,16,-5.882352941,0.457924793,0.423650277,-7.484747811,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04011,AZ,Greenlee,1,3,200,0.116699732,0.311753092,167.14122415,6,7,16.666666667,0.70019839,0.72742388,3.888253836,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04012,AZ,La Paz,16,16,0,0.777378292,0.779613117,0.287482337,26,29,11.538461538,1.263239724,1.413048775,11.859114914,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04013,AZ,Maricopa,"2,651","3,055",15.239532252,0.685079127,0.721645077,5.337478378,"2,256","2,495",10.593971631,0.583002078,0.589363164,1.091091467,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04015,AZ,Mohave,111,122,9.90990991,0.547518164,0.594006378,8.490716293,130,126,-3.076923077,0.64123749,0.613481997,-4.328426351,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04017,AZ,Navajo,58,62,6.896551724,0.539444558,0.572367571,6.10313185,73,75,2.739726027,0.678956082,0.692380126,1.977159423,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04019,AZ,Pima,611,666,9.001636661,0.618861396,0.657765435,6.28638956,611,635,3.927986907,0.618861396,0.627148725,1.339125181,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04021,AZ,Pinal,136,132,-2.941176471,0.359573377,0.317984173,-11.566263353,105,116,10.476190476,0.277611798,0.279440637,0.658775566,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04023,AZ,Santa Cruz,28,24,-14.285714286,0.588049984,0.520889853,-11.420820091,41,39,-4.87804878,0.861073191,0.846446012,-1.69871498,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04025,AZ,Yavapai,133,139,4.511278195,0.630681468,0.619531741,-1.767885615,207,214,3.381642512,0.981586946,0.953811457,-2.829651423,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
04027,AZ,Yuma,101,121,19.801980198,0.498566006,0.588913819,18.121535023,77,81,5.194805195,0.380094876,0.394231565,3.719252767,760.5004607619491,577.718809326425,758.6283717093722,623.5880148657892
05001,AR,Arkansas,16,9,-43.75,0.847951667,0.494098271,-41.730373319,12,13,8.333333333,0.63596375,0.713697502,12.22298472,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
05003,AR,Ashley,16,15,-6.25,0.738245744,0.73177871,-0.876000098,9,7,-22.222222222,0.415263231,0.341496731,-17.763792674,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
05005,AR,Baxter,29,31,6.896551724,0.701482789,0.753432981,7.405768497,38,33,-13.157894737,0.919184345,0.80204156,-12.744210143,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
05007,AR,Benton,147,163,10.884353741,0.642406709,0.630063702,-1.921369544,138,169,22.463768116,0.603075686,0.653256231,8.320770714,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
05009,AR,Boone,24,24,0,0.64754607,0.645317416,-0.344169288,22,29,31.818181818,0.593583898,0.779758544,31.36450412,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
05011,AR,Bradley,3,5,66.666666667,0.262582057,0.455414883,73.437167927,4,7,75,0.350109409,0.637580836,82.109026323,576.2104436298347,622.6752881862942,444.9218223984439,472.12752743549794
